"name","year","quarter","growth","dervgrowth"
"Haxe",2020,1,-102,-143
"Haxe",2019,4,41,28
"Haxe",2019,3,13,12
"Haxe",2019,2,1,56
"Haxe",2019,1,-55,-11
"Haxe",2018,4,-44,22
"Haxe",2018,3,-66,-44
"Haxe",2018,2,-22,-25
"Haxe",2018,1,3,44
"Haxe",2017,4,-41,203
"Haxe",2017,3,-244,-396
"Haxe",2017,2,152,188
"Haxe",2017,1,-36,174
"Haxe",2016,4,-210,-319
"Haxe",2016,3,109,287
"Haxe",2016,2,-178,-410
"Haxe",2016,1,232,88
"Haxe",2015,4,144,303
"Haxe",2015,3,-159,-296
"Haxe",2015,2,137,-2
"Haxe",2015,1,139,60
"Haxe",2014,4,79,230
"Haxe",2014,3,-151,-283
"Haxe",2014,2,132,-15
"Haxe",2014,1,147,149
"Haxe",2013,4,-2,15
"Haxe",2013,3,-17,0
"Haxe",2013,2,0,0
"Swift",2021,4,-1902,-2429
"Swift",2021,3,527,1130
"Swift",2021,2,-603,439
"Swift",2021,1,-1042,-89
"Swift",2020,4,-953,578
"Swift",2020,3,-1531,-1635
"Swift",2020,2,104,51
"Swift",2020,1,53,-286
"Swift",2019,4,339,3050
"Swift",2019,3,-2711,-3599
"Swift",2019,2,888,1093
"Swift",2019,1,-205,923
"Swift",2018,4,-1128,-1031
"Swift",2018,3,-97,2721
"Swift",2018,2,-2818,2995
"Swift",2018,1,-5813,-5633
"Swift",2017,4,-180,305
"Swift",2017,3,-485,1129
"Swift",2017,2,-1614,-3194
"Swift",2017,1,1580,1573
"Swift",2016,4,7,-2550
"Swift",2016,3,2557,306
"Swift",2016,2,2251,-1707
"Swift",2016,1,3958,520
"Swift",2015,4,3438,703
"Swift",2015,3,2735,194
"Swift",2015,2,2541,1134
"Swift",2015,1,1407,614
"Swift",2014,4,793,-980
"Swift",2014,3,1773,1518
"Swift",2014,2,255,251
"Swift",2014,1,4,-459
"Swift",2013,4,463,0
"Swift",2013,2,0,0
"Raku",2021,4,-36,-72
"Raku",2021,2,36,127
"Raku",2021,1,-91,-159
"Raku",2020,4,68,65
"Raku",2020,3,3,59
"Raku",2020,2,-56,-51
"Raku",2020,1,-5,-31
"Raku",2019,4,26,52
"Raku",2019,3,-26,-105
"Raku",2019,2,79,66
"Raku",2019,1,13,37
"Raku",2018,4,-24,14
"Raku",2018,3,-38,-18
"Raku",2018,2,-20,-25
"Raku",2018,1,5,79
"Raku",2017,4,-74,-129
"Raku",2017,3,55,86
"Raku",2017,2,-31,0
"Raku",2017,1,-31,-56
"Raku",2016,4,25,-4
"Raku",2016,3,29,-2
"Raku",2016,2,31,254
"Raku",2016,1,-223,-410
"Raku",2015,4,187,133
"Raku",2015,3,54,34
"Raku",2015,2,20,-4
"Raku",2015,1,24,0
"Raku",2013,2,0,0
"Rust",2021,4,-1709,-462
"Rust",2021,3,-1247,-725
"Rust",2021,2,-522,861
"Rust",2021,1,-1383,-1185
"Rust",2020,4,-198,2112
"Rust",2020,3,-2310,-3639
"Rust",2020,2,1329,352
"Rust",2020,1,977,1073
"Rust",2019,4,-96,-2129
"Rust",2019,3,2033,1166
"Rust",2019,2,867,172
"Rust",2019,1,695,1229
"Rust",2018,4,-534,-269
"Rust",2018,3,-265,1744
"Rust",2018,2,-2009,-462
"Rust",2018,1,-1547,-573
"Rust",2017,4,-974,-153
"Rust",2017,3,-821,-2167
"Rust",2017,2,1346,-1761
"Rust",2017,1,3107,3233
"Rust",2016,4,-126,829
"Rust",2016,3,-955,-1582
"Rust",2016,2,627,-1897
"Rust",2016,1,2524,3173
"Rust",2015,4,-649,999
"Rust",2015,3,-1648,-2015
"Rust",2015,2,367,-2260
"Rust",2015,1,2627,665
"Rust",2014,4,1962,748
"Rust",2014,3,1214,-226
"Rust",2014,2,1440,1104
"Rust",2014,1,336,3
"Rust",2013,4,333,268
"Rust",2013,3,65,0
"Rust",2013,2,0,0
"Makefile",2021,4,-475,-429
"Makefile",2021,3,-46,644
"Makefile",2021,2,-690,-694
"Makefile",2021,1,4,57
"Makefile",2020,4,-53,-255
"Makefile",2020,3,202,-22
"Makefile",2020,2,224,381
"Makefile",2020,1,-157,-225
"Makefile",2019,4,68,314
"Makefile",2019,3,-246,-659
"Makefile",2019,2,413,385
"Makefile",2019,1,28,111
"Makefile",2018,4,-83,-238
"Makefile",2018,3,155,910
"Makefile",2018,2,-755,-852
"Makefile",2018,1,97,850
"Makefile",2017,4,-753,-1639
"Makefile",2017,3,886,1168
"Makefile",2017,2,-282,-683
"Makefile",2017,1,401,718
"Makefile",2016,4,-317,108
"Makefile",2016,3,-425,-216
"Makefile",2016,2,-209,-605
"Makefile",2016,1,396,-1032
"Makefile",2015,4,1428,1260
"Makefile",2015,3,168,896
"Makefile",2015,2,-728,-1674
"Makefile",2015,1,946,800
"Makefile",2014,4,146,-619
"Makefile",2014,3,765,723
"Makefile",2014,2,42,-261
"Makefile",2014,1,303,373
"Makefile",2013,4,-70,0
"Makefile",2013,3,0,0
"TeX",2021,4,22,39
"TeX",2021,3,-17,134
"TeX",2021,2,-151,-108
"TeX",2021,1,-43,-139
"TeX",2020,4,96,59
"TeX",2020,3,37,91
"TeX",2020,2,-54,-52
"TeX",2020,1,-2,-32
"TeX",2019,4,30,159
"TeX",2019,3,-129,5
"TeX",2019,2,-134,-336
"TeX",2019,1,202,239
"TeX",2018,4,-37,1
"TeX",2018,3,-38,78
"TeX",2018,2,-116,617
"TeX",2018,1,-733,-804
"TeX",2017,4,71,725
"TeX",2017,3,-654,-375
"TeX",2017,2,-279,-1117
"TeX",2017,1,838,619
"TeX",2016,4,219,1566
"TeX",2016,3,-1347,-1780
"TeX",2016,2,433,51
"TeX",2016,1,382,-237
"TeX",2015,4,619,481
"TeX",2015,3,138,-153
"TeX",2015,2,291,203
"TeX",2015,1,88,-112
"TeX",2014,4,200,228
"TeX",2014,3,-28,-31
"TeX",2014,2,3,162
"TeX",2014,1,-159,-441
"TeX",2013,4,282,0
"TeX",2013,3,0,0
"R",2021,4,-200,-1
"R",2021,3,-199,-264
"R",2021,2,65,7
"R",2021,1,58,67
"R",2020,4,-9,354
"R",2020,3,-363,-512
"R",2020,2,149,313
"R",2020,1,-164,-105
"R",2019,4,-59,-28
"R",2019,3,-31,296
"R",2019,2,-327,-568
"R",2019,1,241,537
"R",2018,4,-296,-263
"R",2018,3,-33,1110
"R",2018,2,-1143,-1164
"R",2018,1,21,1347
"R",2017,4,-1326,-1659
"R",2017,3,333,-355
"R",2017,2,688,-46
"R",2017,1,734,753
"R",2016,4,-19,705
"R",2016,3,-724,-809
"R",2016,2,85,-828
"R",2016,1,913,1047
"R",2015,4,-134,-841
"R",2015,3,707,684
"R",2015,2,23,-741
"R",2015,1,764,512
"R",2014,4,252,397
"R",2014,3,-145,-478
"R",2014,2,333,435
"R",2014,1,-102,-418
"R",2013,4,316,0
"R",2013,3,0,0
"Assembly",2021,4,-60,-48
"Assembly",2021,3,-12,26
"Assembly",2021,2,-38,56
"Assembly",2021,1,-94,-204
"Assembly",2020,4,110,193
"Assembly",2020,3,-83,-271
"Assembly",2020,2,188,293
"Assembly",2020,1,-105,-274
"Assembly",2019,4,169,213
"Assembly",2019,3,-44,-119
"Assembly",2019,2,75,151
"Assembly",2019,1,-76,-43
"Assembly",2018,4,-33,-63
"Assembly",2018,3,30,247
"Assembly",2018,2,-217,-272
"Assembly",2018,1,55,68
"Assembly",2017,4,-13,3
"Assembly",2017,3,-16,-94
"Assembly",2017,2,78,52
"Assembly",2017,1,26,-61
"Assembly",2016,4,87,119
"Assembly",2016,3,-32,145
"Assembly",2016,2,-177,288
"Assembly",2016,1,-465,-1113
"Assembly",2015,4,648,693
"Assembly",2015,3,-45,25
"Assembly",2015,2,-70,-180
"Assembly",2015,1,110,154
"Assembly",2014,3,-44,-141
"Assembly",2014,2,97,95
"Assembly",2014,1,2,0
"Assembly",2013,3,0,0
"Mako",2014,1,-32,-32
"Mako",2013,3,0,0
"D",2021,1,1,-35
"D",2020,4,36,42
"D",2020,2,-6,-9
"D",2019,4,3,20
"D",2019,3,-17,1
"D",2019,2,-18,-15
"D",2018,4,-3,-11
"D",2018,3,8,204
"D",2018,2,-196,-186
"D",2018,1,-10,86
"D",2017,4,-96,-25
"D",2017,3,-71,-156
"D",2017,2,85,-21
"D",2017,1,106,102
"D",2016,4,4,143
"D",2016,3,-139,-4
"D",2016,2,-135,-360
"D",2016,1,225,319
"D",2015,4,-94,-184
"D",2015,3,90,52
"D",2015,2,38,50
"D",2015,1,-12,100
"D",2014,4,-112,-318
"D",2014,3,206,259
"D",2014,2,-53,-230
"D",2014,1,177,163
"D",2013,4,14,0
"D",2013,3,0,0
"Fortran",2021,4,-164,-136
"Fortran",2021,3,-28,32
"Fortran",2021,2,-60,-104
"Fortran",2021,1,44,195
"Fortran",2020,4,-151,-144
"Fortran",2020,3,-7,-20
"Fortran",2020,2,13,-102
"Fortran",2020,1,115,126
"Fortran",2019,4,-11,46
"Fortran",2019,3,-57,20
"Fortran",2019,2,-77,-17
"Fortran",2019,1,-60,-171
"Fortran",2018,4,111,340
"Fortran",2018,3,-229,-336
"Fortran",2018,2,107,272
"Fortran",2018,1,-165,-254
"Fortran",2017,4,89,170
"Fortran",2017,3,-81,196
"Fortran",2017,2,-277,-803
"Fortran",2017,1,526,661
"Fortran",2016,4,-135,-310
"Fortran",2016,3,175,373
"Fortran",2016,2,-198,-432
"Fortran",2016,1,234,80
"Fortran",2015,4,154,397
"Fortran",2015,3,-243,-332
"Fortran",2015,2,89,-19
"Fortran",2015,1,108,152
"Fortran",2014,4,-44,-22
"Fortran",2014,3,-22,-368
"Fortran",2014,2,346,281
"Fortran",2014,1,65,0
"Fortran",2013,3,0,0
"F#",2021,4,-161,-241
"F#",2021,3,80,84
"F#",2021,2,-4,108
"F#",2021,1,-112,-220
"F#",2020,4,108,279
"F#",2020,3,-171,-277
"F#",2020,2,106,276
"F#",2020,1,-170,-434
"F#",2019,4,264,444
"F#",2019,3,-180,-108
"F#",2019,2,-72,-209
"F#",2019,1,137,315
"F#",2018,4,-178,-264
"F#",2018,3,86,1060
"F#",2018,2,-974,-1414
"F#",2018,1,440,779
"F#",2017,4,-339,-315
"F#",2017,3,-24,-170
"F#",2017,2,146,144
"F#",2017,1,2,-8
"F#",2016,4,10,557
"F#",2016,3,-547,-829
"F#",2016,2,282,498
"F#",2016,1,-216,-1010
"F#",2015,4,794,699
"F#",2015,3,95,2
"F#",2015,2,93,189
"F#",2015,1,-96,-375
"F#",2014,4,279,204
"F#",2014,3,75,11
"F#",2014,2,64,-242
"F#",2014,1,306,0
"F#",2013,4,0,0
"Logos",2016,2,-32,-32
"Logos",2013,4,0,0
"PLSQL",2020,3,-50,-100
"PLSQL",2020,2,50,4
"PLSQL",2020,1,46,65
"PLSQL",2019,4,-19,34
"PLSQL",2019,3,-53,-69
"PLSQL",2019,2,16,-18
"PLSQL",2019,1,34,106
"PLSQL",2018,4,-72,-80
"PLSQL",2018,3,8,-14
"PLSQL",2018,2,22,51
"PLSQL",2018,1,-29,-4
"PLSQL",2017,4,-25,23
"PLSQL",2017,3,-48,-26
"PLSQL",2017,2,-22,-131
"PLSQL",2017,1,109,81
"PLSQL",2016,4,28,155
"PLSQL",2016,3,-127,-268
"PLSQL",2016,2,141,89
"PLSQL",2016,1,52,49
"PLSQL",2015,4,3,184
"PLSQL",2015,3,-181,13
"PLSQL",2015,2,-194,442
"PLSQL",2015,1,-636,-749
"PLSQL",2014,4,113,-316
"PLSQL",2014,3,429,127
"PLSQL",2014,2,302,0
"PLSQL",2014,1,0,0
"CMake",2021,4,-31,-70
"CMake",2021,3,39,178
"CMake",2021,2,-139,-146
"CMake",2021,1,7,51
"CMake",2020,4,-44,94
"CMake",2020,3,-138,-148
"CMake",2020,2,10,4
"CMake",2020,1,6,-129
"CMake",2019,4,135,311
"CMake",2019,3,-176,-113
"CMake",2019,2,-63,-16
"CMake",2019,1,-47,-208
"CMake",2018,4,161,286
"CMake",2018,3,-125,129
"CMake",2018,2,-254,-41
"CMake",2018,1,-213,-96
"CMake",2017,4,-117,-159
"CMake",2017,3,42,-216
"CMake",2017,2,258,502
"CMake",2017,1,-244,-668
"CMake",2016,4,424,726
"CMake",2016,3,-302,-601
"CMake",2016,2,299,302
"CMake",2016,1,-3,162
"CMake",2015,4,-165,-483
"CMake",2015,3,318,145
"CMake",2015,2,173,350
"CMake",2015,1,-177,-464
"CMake",2014,4,287,191
"CMake",2014,3,96,249
"CMake",2014,2,-153,0
"CMake",2014,1,0,0
"Apex",2019,4,-84,-183
"Apex",2019,3,99,211
"Apex",2019,2,-112,-158
"Apex",2019,1,46,144
"Apex",2018,4,-98,-37
"Apex",2018,3,-61,-388
"Apex",2018,2,327,355
"Apex",2018,1,-28,77
"Apex",2017,4,-105,-235
"Apex",2017,3,130,130
"Apex",2017,2,0,-55
"Apex",2017,1,55,87
"Apex",2016,4,-32,-69
"Apex",2016,3,37,182
"Apex",2016,2,-145,-219
"Apex",2016,1,74,-53
"Apex",2015,4,127,198
"Apex",2015,3,-71,-89
"Apex",2015,2,18,-47
"Apex",2015,1,65,117
"Apex",2014,4,-52,-74
"Apex",2014,3,22,48
"Apex",2014,2,-26,0
"Apex",2014,1,0,0
"QML",2021,4,-9,-7
"QML",2021,3,-2,75
"QML",2021,2,-77,-69
"QML",2020,2,-8,-1
"QML",2020,1,-7,-60
"QML",2019,4,53,75
"QML",2019,3,-22,-27
"QML",2019,2,5,57
"QML",2019,1,-52,-66
"QML",2018,4,14,198
"QML",2018,2,-184,-291
"QML",2018,1,107,159
"QML",2017,4,-52,50
"QML",2017,3,-102,-214
"QML",2017,2,112,144
"QML",2017,1,-32,-3
"QML",2016,4,-29,1
"QML",2016,3,-30,-61
"QML",2016,2,31,41
"QML",2016,1,-10,-8
"QML",2015,4,-2,-47
"QML",2015,3,45,91
"QML",2015,2,-46,-267
"QML",2015,1,221,177
"QML",2014,4,44,13
"QML",2014,3,31,124
"QML",2014,2,-93,0
"QML",2014,1,0,0
"Objective-C++",2021,3,24,49
"Objective-C++",2021,2,-25,6
"Objective-C++",2021,1,-31,-16
"Objective-C++",2019,4,-15,-80
"Objective-C++",2019,3,65,189
"Objective-C++",2019,2,-124,-181
"Objective-C++",2018,2,57,13
"Objective-C++",2018,1,44,36
"Objective-C++",2017,4,8,498
"Objective-C++",2017,3,-490,-130
"Objective-C++",2017,2,-360,-703
"Objective-C++",2017,1,343,442
"Objective-C++",2016,4,-99,-186
"Objective-C++",2016,3,87,14
"Objective-C++",2016,2,73,-35
"Objective-C++",2016,1,108,-33
"Objective-C++",2015,4,141,58
"Objective-C++",2015,3,83,32
"Objective-C++",2015,2,51,-16
"Objective-C++",2015,1,67,73
"Objective-C++",2014,2,-6,0
"Objective-C++",2014,1,0,0
"Pan",2016,4,-30,-30
"Pan",2014,1,0,0
"Tcl",2017,4,13,-43
"Tcl",2017,3,56,42
"Tcl",2017,1,14,314
"Tcl",2016,4,-300,-254
"Tcl",2016,3,-46,-300
"Tcl",2016,2,254,209
"Tcl",2016,1,45,97
"Tcl",2015,4,-52,-160
"Tcl",2015,1,108,136
"Tcl",2014,4,-28,-61
"Tcl",2014,3,33,0
"Tcl",2014,1,0,0
"Liquid",2015,1,-20,4
"Liquid",2014,3,-24,0
"Liquid",2014,2,0,0
"SQLPL",2017,1,-152,-177
"SQLPL",2016,4,25,-69
"SQLPL",2016,2,94,74
"SQLPL",2016,1,20,39
"SQLPL",2015,2,-19,-14
"SQLPL",2014,4,-5,0
"SQLPL",2014,2,0,0
"Racket",2018,3,-24,-120
"Racket",2018,2,96,307
"Racket",2017,4,-211,-401
"Racket",2017,3,190,190
"Racket",2017,2,0,-21
"Racket",2017,1,21,53
"Racket",2016,4,-32,-55
"Racket",2016,3,23,55
"Racket",2016,2,-32,91
"Racket",2016,1,-123,-108
"Racket",2015,4,-15,-122
"Racket",2015,3,107,51
"Racket",2015,2,56,36
"Racket",2015,1,20,0
"Racket",2014,2,0,0
"SQL",2014,2,0,0
"Vim Snippet",2014,3,6,6
"Vim Snippet",2014,2,0,0
"Common Workflow Language",2018,1,-42,-17
"Common Workflow Language",2017,4,-25,-23
"Common Workflow Language",2017,3,-2,-82
"Common Workflow Language",2017,2,80,90
"Common Workflow Language",2017,1,-10,-35
"Common Workflow Language",2016,3,25,22
"Common Workflow Language",2015,4,3,8
"Common Workflow Language",2014,3,-5,0
"Common Workflow Language",2014,2,0,0
"Eagle",2017,1,-81,-171
"Eagle",2016,4,90,118
"Eagle",2016,3,-28,22
"Eagle",2016,2,-50,-67
"Eagle",2016,1,17,-44
"Eagle",2015,4,61,164
"Eagle",2015,3,-103,-204
"Eagle",2015,1,101,0
"Eagle",2014,2,0,0
"Protocol Buffer",2017,3,-2,11
"Protocol Buffer",2017,2,-13,158
"Protocol Buffer",2017,1,-171,-272
"Protocol Buffer",2016,3,101,93
"Protocol Buffer",2016,2,8,32
"Protocol Buffer",2016,1,-24,-104
"Protocol Buffer",2015,4,80,48
"Protocol Buffer",2015,3,32,15
"Protocol Buffer",2015,2,17,16
"Protocol Buffer",2014,4,1,-13
"Protocol Buffer",2014,3,14,0
"Protocol Buffer",2014,2,0,0
"Standard ML",2021,1,15,169
"Standard ML",2020,4,-154,-174
"Standard ML",2018,1,20,7
"Standard ML",2017,4,13,35
"Standard ML",2017,3,-22,-82
"Standard ML",2017,2,60,67
"Standard ML",2017,1,-7,-66
"Standard ML",2016,4,59,93
"Standard ML",2016,3,-34,76
"Standard ML",2016,2,-110,-103
"Standard ML",2016,1,-7,58
"Standard ML",2015,4,-65,-219
"Standard ML",2015,3,154,162
"Standard ML",2015,2,-8,-51
"Standard ML",2015,1,43,-16
"Standard ML",2014,4,59,0
"Standard ML",2014,2,0,0
"SCSS",2021,4,-719,-757
"SCSS",2021,3,38,161
"SCSS",2021,2,-123,-463
"SCSS",2021,1,340,-143
"SCSS",2020,4,483,448
"SCSS",2020,3,35,-100
"SCSS",2020,2,135,-124
"SCSS",2020,1,259,337
"SCSS",2019,4,-78,-105
"SCSS",2019,3,27,-463
"SCSS",2019,2,490,396
"SCSS",2019,1,94,-77
"SCSS",2018,4,171,-37
"SCSS",2018,3,208,506
"SCSS",2018,2,-298,-469
"SCSS",2018,1,171,40
"SCSS",2017,4,131,197
"SCSS",2017,3,-66,171
"SCSS",2017,2,-237,-235
"SCSS",2017,1,-2,-69
"SCSS",2016,4,67,-16
"SCSS",2016,3,83,-64
"SCSS",2016,2,147,23
"SCSS",2016,1,124,-20
"SCSS",2015,4,144,164
"SCSS",2015,3,-20,-138
"SCSS",2015,2,118,205
"SCSS",2015,1,-87,-380
"SCSS",2014,4,293,0
"SCSS",2014,3,0,0
"XQuery",2016,3,-42,-53
"XQuery",2015,1,11,18
"XQuery",2014,4,-7,0
"XQuery",2014,3,0,0
"Dockerfile",2021,4,-524,-584
"Dockerfile",2021,3,60,117
"Dockerfile",2021,2,-57,-217
"Dockerfile",2021,1,160,300
"Dockerfile",2020,4,-140,41
"Dockerfile",2020,3,-181,-110
"Dockerfile",2020,2,-71,-120
"Dockerfile",2020,1,49,-138
"Dockerfile",2019,4,187,144
"Dockerfile",2019,3,43,282
"Dockerfile",2019,2,-239,-183
"Dockerfile",2019,1,-56,29
"Dockerfile",2018,4,-85,35
"Dockerfile",2018,3,-120,536
"Dockerfile",2018,2,-656,-859
"Dockerfile",2018,1,203,-234
"Dockerfile",2017,4,437,528
"Dockerfile",2017,3,-91,-185
"Dockerfile",2017,2,94,-55
"Dockerfile",2017,1,149,-407
"Dockerfile",2016,4,556,423
"Dockerfile",2016,3,133,202
"Dockerfile",2016,2,-69,-230
"Dockerfile",2016,1,161,-11
"Dockerfile",2015,4,172,-69
"Dockerfile",2015,3,241,-20
"Dockerfile",2015,2,261,48
"Dockerfile",2015,1,213,143
"Dockerfile",2014,4,70,0
"Dockerfile",2014,3,0,0
"GCC Machine Description",2016,4,6,74
"GCC Machine Description",2016,1,-68,-20
"GCC Machine Description",2015,4,-48,-163
"GCC Machine Description",2015,3,115,105
"GCC Machine Description",2015,2,10,38
"GCC Machine Description",2014,4,-28,0
"GCC Machine Description",2014,3,0,0
"PLpgSQL",2021,4,-142,-183
"PLpgSQL",2021,3,41,97
"PLpgSQL",2021,2,-56,38
"PLpgSQL",2021,1,-94,-152
"PLpgSQL",2020,4,58,196
"PLpgSQL",2020,3,-138,-278
"PLpgSQL",2020,2,140,187
"PLpgSQL",2020,1,-47,-222
"PLpgSQL",2019,4,175,332
"PLpgSQL",2019,3,-157,-131
"PLpgSQL",2019,2,-26,23
"PLpgSQL",2019,1,-49,222
"PLpgSQL",2018,4,-271,-399
"PLpgSQL",2018,3,128,267
"PLpgSQL",2018,2,-139,-216
"PLpgSQL",2018,1,77,74
"PLpgSQL",2017,4,3,129
"PLpgSQL",2017,3,-126,-423
"PLpgSQL",2017,2,297,315
"PLpgSQL",2017,1,-18,-220
"PLpgSQL",2016,4,202,382
"PLpgSQL",2016,3,-180,-453
"PLpgSQL",2016,2,273,322
"PLpgSQL",2016,1,-49,-57
"PLpgSQL",2015,4,8,-57
"PLpgSQL",2015,3,65,8
"PLpgSQL",2015,2,57,-92
"PLpgSQL",2015,1,149,0
"PLpgSQL",2014,3,0,0
"Xtend",2021,1,57,146
"Xtend",2020,4,-89,-168
"Xtend",2017,3,79,153
"Xtend",2017,2,-74,39
"Xtend",2017,1,-113,-221
"Xtend",2016,4,108,82
"Xtend",2016,3,26,-34
"Xtend",2016,2,60,38
"Xtend",2016,1,22,0
"Xtend",2014,3,0,0
"Matlab",2018,2,-24,165
"Matlab",2018,1,-189,18
"Matlab",2017,4,-207,-27
"Matlab",2017,3,-180,-380
"Matlab",2017,2,200,422
"Matlab",2017,1,-222,-381
"Matlab",2016,4,159,269
"Matlab",2016,3,-110,-212
"Matlab",2016,2,102,-144
"Matlab",2016,1,246,200
"Matlab",2015,4,46,22
"Matlab",2015,3,24,-82
"Matlab",2015,2,106,58
"Matlab",2015,1,48,36
"Matlab",2014,4,12,0
"Matlab",2014,3,0,0
"ApacheConf",2017,2,-67,-124
"ApacheConf",2016,4,57,113
"ApacheConf",2016,3,-56,-53
"ApacheConf",2016,2,-3,1341
